1950 077 16.000 13.00 19.00 0.69434700 0.44855320 -0.00004020 -0.00000510 -0.75679700 0.24932350 0.00003230 -0.00000310 -0.99661000 0.01586900 0.00000000 0.00000000 0.56728300 0.00006470 -0.00001010 0.00000000 0.02104000 0.00006440 -0.00001010 0.00000000 57.94582000 15.00413000 0.00000000 0.00000000 0.00469760 0.00467420 29.2
1950 255 4.000 1.00 7.00 0.60059100 0.49031310 -0.00002800 -0.00000730 0.68628400 -0.26820760 -0.00006570 0.00000410 4.42109010 -0.01523100 -0.00000100 0.00000000 0.54329200 -0.00011690 -0.00001180 0.00000000 -0.00283200 -0.00011630 -0.00001180 0.00000000 240.86778300 15.00483000 0.00000000 0.00000000 0.00464580 0.00462270 29.4
1951 066 21.000 18.00 24.00 0.16605200 0.47746940 -0.00003970 -0.00000650 -0.18510700 0.25980900 0.00003120 -0.00000370 -5.33635000 0.01556600 0.00000100 0.00000000 0.55360700 0.00011570 -0.00001140 0.00000000 0.00743200 0.00011510 -0.00001130 0.00000000 132.20501700 15.00366000 0.00000000 0.00000000 0.00471120 0.00468770 29.5
1951 244 13.000 10.00 16.00 0.13551500 0.46554990 -0.00001450 -0.00000580 0.10476000 -0.24409190 -0.00005420 0.00000320 8.46757030 -0.01448600 -0.00000200 0.00000000 0.55781400 -0.00010570 -0.00001050 0.00000000 0.01161900 -0.00010520 -0.00001040 0.00000000 14.95947000 15.00438000 0.00000000 0.00000000 0.00463370 0.00461070 29.7
1952 056 9.000 6.00 12.00 -0.31351000 0.51046550 -0.00002230 -0.00000820 0.36692800 0.26274600 0.00003110 -0.00000440 -9.42160030 0.01476600 0.00000200 0.00000000 0.54060300 0.00007890 -0.00001270 0.00000000 -0.00550700 0.00007850 -0.00001260 0.00000000 311.67123400 15.00282000 0.00000000 0.00000000 0.00472320 0.00469960 29.9
1952 233 15.000 12.00 18.00 -0.36888200 0.45544500 -0.00001390 -0.00000500 -0.49943500 -0.22031140 -0.00004480 0.00000260 12.34340000 -0.01325900 -0.00000300 0.00000000 0.56669400 -0.00001700 -0.00000970 0.00000000 0.02045400 -0.00001690 -0.00000970 0.00000000 44.18368900 15.00361000 0.00000000 0.00000000 0.00462270 0.00459970 30.1
1953 044 1.000 22.000 24.000 -0.47586600 0.52733910 -0.00000750 -0.00000880 1.02831990 0.24680130 0.00002470 -0.00000430 -13.17891980 0.01349700 0.00000300 0.00000000 0.53758600 -0.00002620 -0.00001310 0.00000000 -0.00851000 -0.00002610 -0.00001300 0.00000000 191.42613200 15.00165000 0.00000000 0.00000000 0.00473380 0.00471020 30.3
1953 045 1.000 0.000 4.00 -0.47586600 0.52733910 -0.00000750 -0.00000880 1.02831990 0.24680130 0.00002470 -0.00000430 -13.17891980 0.01349700 0.00000300 0.00000000 0.53758600 -0.00002620 -0.00001310 0.00000000 -0.00851000 -0.00002610 -0.00001300 0.00000000 191.42613200 15.00165000 0.00000000 0.00000000 0.00473380 0.00471020 30.3
1953 192 3.000 0.00 6.00 0.46543000 0.51336120 -0.00006790 -0.00000650 1.36848500 -0.12129430 -0.00019700 0.00000170 22.16329960 -0.00513300 -0.00000500 0.00000000 0.55524500 0.00010170 -0.00001050 0.00000000 0.00906200 0.00010120 -0.00001040 0.00000000 223.67996200 14.99988000 0.00000000 0.00000000 0.00459960 0.00457670 30.5
1953 221 16.000 13.00 19.00 -0.48897400 0.47216380 -0.00002730 -0.00000550 -1.25264600 -0.20170660 -0.00003190 0.00000250 15.82427020 -0.01155700 -0.00000400 0.00000000 0.56236500 0.00007530 -0.00001000 0.00000000 0.01614600 0.00007490 -0.00000990 0.00000000 58.64434100 15.00263000 0.00000000 0.00000000 0.00461330 0.00459030 30.5
1954 005 3.000 0.00 6.00 0.43776400 0.53268030 -0.00003420 -0.00000740 -0.85840600 0.11096770 0.00020230 -0.00000170 -22.68207930 0.00423400 0.00000600 0.00000000 0.55568800 -0.00013270 -0.00001150 0.00000000 0.00950200 -0.00013200 -0.00001140 0.00000000 223.70935100 14.99671000 0.00000000 0.00000000 0.00475540 0.00473170 30.7
1954 181 13.000 10.00 16.00 0.34972700 0.55333840 -0.00005780 -0.00000830 0.56511500 -0.08903550 -0.00018680 0.00000150 23.19103050 -0.00223900 -0.00000500 0.00000000 0.54033300 0.00009880 -0.00001180 0.00000000 -0.00577500 0.00009830 -0.00001170 0.00000000 14.14451000 14.99936000 0.00000000 0.00000000 0.00459880 0.00457590 30.8
1954 359 8.000 5.00 11.00 0.22925000 0.50889560 -0.00001580 -0.00000590 -0.23115200 0.06321300 0.00016820 -0.00000090 -23.41061020 0.00080700 0.00000600 0.00000000 0.57061600 -0.00008810 -0.00001020 0.00000000 0.02435700 -0.00008760 -0.00001020 0.00000000 300.03530900 14.99618000 0.00000000 0.00000000 0.00475520 0.00473150 31.0
1955 171 4.000 1.00 7.00 -0.11636700 0.58054600 -0.00001310 -0.00000980 -0.14352100 -0.04885960 -0.00016040 0.00000100 23.43098070 0.00069700 -0.00000600 0.00000000 0.53092700 0.00003840 -0.00001270 0.00000000 -0.01513400 0.00003820 -0.00001270 0.00000000 239.70013400 14.99924000 0.00000000 0.00000000 0.00460040 0.00457750 31.2
1955 348 7.000 4.00 10.00 -0.03605500 0.50298380 -0.00000760 -0.00000560 0.42554000 0.01860390 0.00013780 -0.00000030 -23.17317960 -0.00275400 0.00000600 0.00000000 0.57507400 0.00002210 -0.00000990 0.00000000 0.02879200 0.00002190 -0.00000980 0.00000000 286.42312600 14.99640000 0.00000000 0.00000000 0.00475130 0.00472770 31.4
1956 160 21.000 18.00 24.00 -0.20495700 0.57754780 0.00001870 -0.00000950 -0.89204400 -0.00389030 -0.00011250 0.00000020 22.90468980 0.00358500 -0.00000600 0.00000000 0.53314600 -0.00005800 -0.00001250 0.00000000 -0.01292600 -0.00005770 -0.00001250 0.00000000 135.25053400 14.99948000 0.00000000 0.00000000 0.00460490 0.00458200 31.6
1956 337 8.000 5.00 11.00 0.04658400 0.52172340 -0.00001110 -0.00000640 1.09131000 -0.02470560 0.00010420 0.00000020 -21.97545050 -0.00610000 0.00000600 0.00000000 0.56515200 0.00010780 -0.00001060 0.00000000 0.01892000 0.00010720 -0.00001050 0.00000000 302.63574200 14.99736000 0.00000000 0.00000000 0.00474400 0.00472040 31.8
1957 119 24.000 21.000 24.000 -0.26986100 0.51843310 0.00004830 -0.00000670 0.96326600 0.11852790 -0.00012530 -0.00000150 14.61919970 0.01257300 -0.00000300 0.00000000 0.55539500 -0.00011550 -0.00001070 0.00000000 0.00921100 -0.00011500 -0.00001070 0.00000000 180.68484500 15.00271000 0.00000000 0.00000000 0.00464150 0.00461830 32.0
1957 120 0.000 0.000 3.00 -0.26986100 0.51843310 0.00004830 -0.00000670 0.96326600 0.11852790 -0.00012530 -0.00000150 14.61919970 0.01257300 -0.00000300 0.00000000 0.55539500 -0.00011550 -0.00001070 0.00000000 0.00921100 -0.00011500 -0.00001070 0.00000000 180.68484500 15.00271000 0.00000000 0.00000000 0.00464150 0.00461830 32.0
