Soil Parameters
STAS
19,1   'BB      DRYSMC      F11     MAXSMC   REFSMC   SATPSI  SATDK      SATDW     WLTSMC  QTZ    '
1,     2.79,    0.010,    -0.472,   0.339,   0.192,   0.069,  4.66E-5,  2.65E-5,   0.010,  0.92, 'SAND'
2,     4.26,    0.028,    -1.044,   0.421,   0.283,   0.036,  1.41E-5,  5.14E-6,   0.028,  0.82, 'LOAMY SAND'
3,     4.74,    0.047,    -0.569,   0.434,   0.312,   0.141,  5.23E-6,  8.05E-6,   0.047,  0.60, 'SANDY LOAM'
4,     5.33,    0.084,     0.162,   0.476,   0.360,   0.759,  2.81E-6,  2.39E-5,   0.084,  0.25, 'SILT LOAM'
5,     3.86,    0.061,     0.162,   0.484,   0.347,   0.955,  2.18E-6,  1.66E-5,   0.061,  0.10, 'SILT'
6,     5.25,    0.066,    -0.327,   0.439,   0.329,   0.355,  3.38E-6,  1.43E-5,   0.066,  0.40, 'LOAM'
7,     6.77,    0.069,    -1.491,   0.404,   0.315,   0.135,  4.45E-6,  1.01E-5,   0.069,  0.60, 'SANDY CLAY LOAM'
8,     8.72,    0.120,    -1.118,   0.464,   0.387,   0.617,  2.03E-6,  2.35E-5,   0.120,  0.10, 'SILTY CLAY LOAM'
9,     8.17,    0.103,    -1.297,   0.465,   0.382,   0.263,  2.45E-6,  1.13E-5,   0.103,  0.35, 'CLAY LOAM'
10,   10.73,    0.100,    -3.209,   0.406,   0.338,   0.098,  7.22E-6,  1.87E-5,   0.100,  0.52, 'SANDY CLAY'
11,   10.39,    0.126,    -1.916,   0.468,   0.404,   0.324,  1.34E-6,  9.64E-6,   0.126,  0.10, 'SILTY CLAY'
12,   11.55,    0.138,    -2.138,   0.468,   0.412,   0.468,  9.74E-7,  1.12E-5,   0.138,  0.25, 'CLAY'
13,    5.25,    0.066,    -0.327,   0.439,   0.329,   0.355,  3.38E-6,  1.43E-5,   0.066,  0.05, 'ORGANIC MATERIAL'
14,     0.0,      0.0,       0.0,     1.0,     0.0,     0.0,      0.0,      0.0,     0.0,  0.60, 'WATER'
15,    2.79,    0.006,    -1.111,    0.20,    0.17,   0.069,  1.41E-4,  1.36E-4,   0.006,  0.07, 'BEDROCK'
16,    4.26,    0.028,    -1.044,   0.421,   0.283,   0.036,  1.41E-5,  5.14E-6,   0.028,  0.25, 'OTHER(land-ice)'
17,   11.55,    0.030,   -10.472,   0.468,   0.454,   0.468,  9.74E-7,  1.12E-5,   0.030,  0.60, 'PLAYA'
18,    2.79,    0.006,    -0.472,   0.200,    0.17,   0.069,  1.41E-4,  1.36E-4,   0.006,  0.52, 'LAVA'
19,    2.79,     0.01,    -0.472,   0.339,   0.192,   0.069,  4.66E-5,  2.65E-5,    0.01,  0.92, 'WHITE SAND'
Soil Parameters
STAS-RUC
19,1   'BB      DRYSMC       HC     MAXSMC   REFSMC   SATPSI  SATDK       SATDW     WLTSMC  QTZ    '
1,     4.05,    0.002,      1.47,   0.395,   0.174,   0.121,  1.76E-4,  0.608E-6,   0.033,  0.92, 'SAND'
2,     4.38,    0.035,      1.41,   0.410,   0.179,   0.090,  1.56E-4,  0.514E-5,   0.055,  0.82, 'LOAMY SAND'
3,     4.90,    0.041,      1.34,   0.435,   0.249,   0.218,  3.47E-5,  0.805E-5,   0.095,  0.60, 'SANDY LOAM'
4,     5.30,    0.034,      1.27,   0.485,   0.369,   0.786,  7.20E-6,  0.239E-4,   0.143,  0.25, 'SILT LOAM'
5,     5.30,    0.034,      1.27,   0.485,   0.369,   0.786,  7.20E-6,  0.239E-4,   0.143,  0.10, 'SILT'
6,     5.39,    0.050,      1.21,   0.451,   0.314,   0.478,  6.95E-6,  0.143E-4,   0.137,  0.40, 'LOAM'
7,     7.12,    0.068,      1.18,   0.420,   0.299,   0.299,  6.30E-6,  0.990E-5,   0.148,  0.60, 'SANDY CLAY LOAM'
8,     7.75,    0.060,      1.32,   0.477,   0.357,   0.356,  1.70E-6,  0.237E-4,   0.208,  0.10, 'SILTY CLAY LOAM'
9,     8.52,    0.085,      1.23,   0.476,   0.391,   0.630,  2.45E-6,  0.113E-4,   0.230,  0.35, 'CLAY LOAM'
10,   10.40,    0.100,      1.18,   0.426,   0.316,   0.153,  2.17E-6,  0.187E-4,   0.210,  0.52, 'SANDY CLAY'
11,   10.40,    0.070,      1.15,   0.492,   0.409,   0.490,  1.03E-6,  0.964E-5,   0.250,  0.10, 'SILTY CLAY'
12,   11.40,    0.068,      1.09,   0.482,   0.400,   0.405,  1.28E-6,  0.112E-4,   0.268,  0.25, 'CLAY'
13,    5.39,    0.027,      1.21,   0.451,   0.314,   0.478,  6.95E-6,  0.143E-4,   0.117,  0.05, 'ORGANIC MATERIAL'
14,     0.0,      0.0,      4.18,   1.0,     1.0,     0.0,      0.0,       0.0,     0.0,    0.00, 'WATER'
15,    4.05,    0.004,      2.03,   0.200,   0.10 ,   0.121,  1.41E-4,  0.136E-3,   0.006,  0.60, 'BEDROCK'
16,    4.90,    0.065,      2.10,   0.435,   0.249,   0.218,  3.47E-5,  0.514E-5,   0.114,  0.05, 'OTHER(land-ice)'
17,   11.40,    0.030,      1.41,   0.468,   0.454,   0.468,  9.74E-7,  0.112E-4,   0.030,  0.60, 'PLAYA'
18,    4.05,    0.006,      1.41,   0.200,   0.17,    0.069,  1.41E-4,  0.136E-3,   0.006,  0.52, 'LAVA'
19,    4.05,     0.01,      1.47,   0.339,   0.236,   0.069,  1.76E-4,  0.608E-6,   0.060,  0.92, 'WHITE SAND'

