2012 02 01 00 00 2.526 190.088 293.550 63.000 1000.000  78.000 321.750 0.000
2012 02 01 01 00 2.316 181.212 291.650 73.000 1000.000   0.000 321.750 0.000
2012 02 01 02 00 1.969 172.539 290.150 79.000 1000.000   0.000 321.740 0.000
2012 02 01 03 00 1.633 164.589 289.350 82.000 1000.000   0.000 316.010 0.000
2012 02 01 04 00 1.556 169.545 288.750 85.000 1000.000   0.000 316.010 0.000
2012 02 01 05 00 1.228 174.837 288.450 86.000 1000.000   0.000 316.010 0.000
2012 02 01 06 00 1.027 180.350 288.150 87.000 1000.000   0.000 312.110 0.000
2012 02 01 07 00 0.683 188.653 287.750 90.000 1000.000   0.000 312.110 0.000
2012 02 01 08 00 0.837 196.899 287.950 90.000 1000.000   0.000 312.110 0.000
2012 02 01 09 00 1.020 204.693 287.950 90.000 1000.000   0.000 306.780 0.000
2012 02 01 10 00 1.733 208.803 288.250 93.000 1000.000   0.000 306.780 0.000
2012 02 01 11 00 1.208 213.150 288.350 96.000 1000.000   0.000 306.770 0.000
2012 02 01 12 00 0.283 217.843 288.350 96.000 1000.000   0.000 311.960 0.000
2012 02 01 13 00 0.416 217.100 288.550 96.000 1000.000   0.000 311.970 0.000
2012 02 01 14 00 0.817 216.298 289.050 96.000 1000.000   3.000 311.970 0.000
2012 02 01 15 00 0.752 215.512 289.050 97.000 1000.000  35.000 341.810 0.000
2012 02 01 16 00 0.800 227.684 289.350 96.000 1000.000 226.000 341.820 0.000
2012 02 01 17 00 1.524 238.431 291.750 84.000 1000.000 469.000 341.830 0.000
2012 02 01 18 00 2.192 247.407 293.850 69.000 1000.000 607.000 359.530 0.000
2012 02 01 19 00 2.788 252.838 294.850 64.000 1000.000 565.000 359.530 0.000
2012 02 01 20 00 2.562 259.899 296.050 58.000 1000.000 618.000 359.530 0.000
2012 02 01 21 00 1.695 268.968 297.250 48.000 1000.000 529.000 347.320 0.000
2012 02 01 22 00 2.193 285.474 298.050 40.000 1000.000 438.000 347.310 0.000
2012 02 01 23 00 1.752 307.421 297.650 41.000 1000.000 265.000 347.300 0.000
2012 02 02 00 00 0.654 330.536 296.850 45.000 1000.000  84.000 318.210 0.000
2012 02 02 01 00 0.814 359.153 294.650 48.000 1000.000   1.000 318.210 0.000
2012 02 02 02 00 1.628  17.819 293.150 40.000 1000.000   0.000 318.200 0.000
2012 02 02 03 00 2.092  28.730 291.950 43.000 1000.000   0.000 302.520 0.000
2012 02 02 04 00 1.753  28.818 290.850 48.000 1000.000   0.000 302.510 0.000
2012 02 02 05 00 1.345  28.825 289.350 55.000 1000.000   0.000 302.510 0.000
2012 02 02 06 00 1.290  28.905 289.050 57.000 1000.000   0.000 297.680 0.000
2012 02 02 07 00 1.484  31.659 288.350 61.000 1000.000   0.000 297.680 0.000
2012 02 02 08 00 1.790  34.476 288.150 62.000 1000.000   0.000 297.670 0.000
2012 02 02 09 00 2.438  37.472 287.950 62.000 1000.000   0.000 301.300 0.000
2012 02 02 10 00 2.116  37.298 287.250 68.000 1000.000   0.000 301.300 0.000
2012 02 02 11 00 2.050  37.246 286.950 72.000 1000.000   0.000 301.290 0.000
2012 02 02 12 00 1.808  37.155 285.850 75.000 1000.000   0.000 332.930 0.000
2012 02 02 13 00 1.462  43.934 285.250 80.000 1000.000   0.000 332.940 0.000
2012 02 02 14 00 1.671  51.402 284.850 84.000 1000.000  16.000 332.940 0.000
2012 02 02 15 00 1.377  59.555 285.950 85.000 1000.000 120.000 382.500 0.000
2012 02 02 16 00 1.074  81.899 286.750 87.000 1000.000 151.000 382.510 0.000
2012 02 02 17 00 1.817 102.429 288.750 81.000 1000.000 271.000 382.520 0.000
2012 02 02 18 00 1.316 117.383 290.350 80.000 1000.000 233.000 391.730 0.000
2012 02 02 19 00 1.683 123.111 291.850 80.000 1000.000 269.000 391.740 0.000
2012 02 02 20 00 1.845 127.864 291.650 83.000 1000.000 130.000 391.750 0.000
2012 02 02 21 00 1.616 131.866 292.350 82.000 1000.000 262.000 388.150 0.000
2012 02 02 22 00 2.175 135.460 292.650 81.000 1000.000  93.000 388.150 0.000
2012 02 02 23 00 1.598 139.970 292.950 79.000 1000.000 113.000 388.150 0.000
2012 02 03 00 00 1.683 145.713 292.950 80.000 1000.000  35.000 371.430 0.000
