2012 02 01 00 00 1.709 163.430 293.550 63.000 1000.000  51.000 326.540 0.000
2012 02 01 01 00 0.663 164.227 291.650 73.000 1000.000   0.000 305.910 0.000
2012 02 01 02 00 0.409 164.936 290.150 79.000 1000.000   0.000 305.910 0.000
2012 02 01 03 00 0.232 165.677 289.350 82.000 1000.000   0.000 305.910 0.000
2012 02 01 04 00 0.296 168.479 288.750 85.000 1000.000   0.000 306.870 0.000
2012 02 01 05 00 0.827 171.422 288.450 86.000 1000.000   0.000 306.870 0.000
2012 02 01 06 00 1.280 174.500 288.150 87.000 1000.000   0.000 306.870 0.000
2012 02 01 07 00 1.266 179.258 287.750 90.000 1000.000   0.000 310.250 0.000
2012 02 01 08 00 1.506 184.363 287.950 90.000 1000.000   0.000 310.250 0.000
2012 02 01 09 00 1.198 190.074 287.950 90.000 1000.000   0.000 310.250 0.000
2012 02 01 10 00 0.893 184.464 288.250 93.000 1000.000   0.000 311.530 0.000
2012 02 01 11 00 0.762 178.374 288.350 96.000 1000.000   0.000 311.530 0.000
2012 02 01 12 00 0.529 171.525 288.350 96.000 1000.000   0.000 311.530 0.000
2012 02 01 13 00 0.545 174.774 288.550 96.000 1000.000   0.000 321.780 0.000
2012 02 01 14 00 0.897 177.574 289.050 96.000 1000.000   1.000 321.780 0.000
2012 02 01 15 00 0.560 180.000 289.050 97.000 1000.000  26.000 321.790 0.000
2012 02 01 16 00 0.438 194.883 289.350 96.000 1000.000  82.000 357.890 0.000
2012 02 01 17 00 1.054 208.999 291.750 84.000 1000.000 123.000 357.900 0.000
2012 02 01 18 00 1.692 221.064 293.850 69.000 1000.000 237.000 357.910 0.000
2012 02 01 19 00 1.920 227.390 294.850 64.000 1000.000 353.000 380.280 0.000
2012 02 01 20 00 1.924 233.346 296.050 58.000 1000.000 532.000 380.280 0.000
2012 02 01 21 00 1.774 238.841 297.250 48.000 1000.000 541.000 380.290 0.000
2012 02 01 22 00 2.232 240.385 298.050 40.000 1000.000 362.000 387.020 0.000
2012 02 01 23 00 2.305 242.678 297.650 41.000 1000.000 167.000 387.020 0.000
2012 02 02 00 00 1.162 245.679 296.850 45.000 1000.000  48.000 387.020 0.000
2012 02 02 01 00 0.468 256.201 294.650 48.000 1000.000   0.000 346.500 0.000
2012 02 02 02 00 0.680 274.574 293.150 40.000 1000.000   0.000 346.490 0.000
2012 02 02 03 00 0.721 304.866 291.950 43.000 1000.000   0.000 346.490 0.000
2012 02 02 04 00 0.527 327.095 290.850 48.000 1000.000   0.000 332.560 0.000
2012 02 02 05 00 1.139 340.791 289.350 55.000 1000.000   0.000 332.560 0.000
2012 02 02 06 00 1.311 349.380 289.050 57.000 1000.000   0.000 332.560 0.000
2012 02 02 07 00 1.138 357.293 288.350 61.000 1000.000   0.000 318.420 0.000
2012 02 02 08 00 1.569   5.862 288.150 62.000 1000.000   0.000 318.420 0.000
2012 02 02 09 00 1.358  15.216 287.950 62.000 1000.000   0.000 318.420 0.000
2012 02 02 10 00 1.116  18.504 287.250 68.000 1000.000   0.000 308.900 0.000
2012 02 02 11 00 1.029  21.922 286.950 72.000 1000.000   0.000 308.900 0.000
2012 02 02 12 00 0.798  24.953 285.850 75.000 1000.000   0.000 308.890 0.000
2012 02 02 13 00 0.190  30.797 285.250 80.000 1000.000   0.000 310.760 0.000
2012 02 02 14 00 0.199  38.877 284.850 84.000 1000.000  21.000 310.760 0.000
2012 02 02 15 00 0.573  49.261 285.950 85.000 1000.000 175.000 310.770 0.000
2012 02 02 16 00 2.213  79.939 286.750 87.000 1000.000 344.000 348.870 0.000
2012 02 02 17 00 3.028 102.426 288.750 81.000 1000.000 293.000 348.880 0.000
2012 02 02 18 00 2.785 115.595 290.350 80.000 1000.000 279.000 348.880 0.000
2012 02 02 19 00 2.609 129.493 291.850 80.000 1000.000 239.000 390.080 0.000
2012 02 02 20 00 2.328 139.150 291.650 83.000 1000.000 152.000 390.080 0.000
2012 02 02 21 00 2.273 146.012 292.350 82.000 1000.000 137.000 390.080 0.000
2012 02 02 22 00 2.211 148.570 292.650 81.000 1000.000  87.000 419.770 0.000
2012 02 02 23 00 1.867 151.351 292.950 79.000 1000.000  32.000 419.770 0.000
2012 02 03 00 00 2.078 154.504 292.950 80.000 1000.000   1.000 419.760 0.000
